ID	SL310935	SL310936	SL310937	SL310938	SL310939	SL310940	SL310941	SL310942	SL310943	SL310944	SL310945	SL310946	SL310947	SL310948	SL310949	SL310950	SL310951	SL310952	SL310953	SL310954	SL310955	SL310956	SL310957	SL310958	SL310959	SL310960	SL310961	SL310962	SL310963	SL310964	SL310965	SL310966	SL310967	SL310968	SL310969	SL310970	SL310971	SL310972	SL310973	SL310974	SL310975	SL310976	SL310977	SL310978	SL310979	SL310980	SL310981	SL310982	SL310983	SL310984	SL310985	SL310986	SL310987	SL310988	SL310989	SL310990	SL310991	SL310992	SL310993	SL310994	SL310995	SL310996	SL310997	SL310998	SL310999	SL311000	SL311001	SL311002	SL311003	SL311004	SL311005	SL311006	SL311007	SL311008	SL311009	SL311010	SL311011	SL311012	SL311013	SL311014	SL311015	SL311016	SL311017	SL311018	SL311019	SL311020	SL311021	SL311022	SL311023	SL311024	SL311025	SL311026	SL311027	SL311028	SL311029	SL311030	SL335676	SL335677	SL335678	SL335679	SL335680	SL335681	SL335682	SL335683	SL335684	SL335685	SL335686	SL335687	SL335688	SL335689	SL335690	SL335691	SL335692	SL335693	SL335694	SL335695	SL335696	SL335697	SL335698	SL335699	SL335700	SL335701	SL335702	SL335703	SL335704	SL335705	SL335706	SL335707	SL335708	SL335709	SL335710	SL335711	SL335712	SL335713	SL335714	SL335715	SL335716	SL335717	SL335718	SL335719	SL335720	SL335721	SL335722	SL335723	SL335739	SL335742	SL335743	SL335744	SL335745	SL335746	SL335747	SL335748	SL335749	SL335750	SL335751	SL335752	SL335753	SL335755	SL335756	SL335757	SL335758	SL335759	SL335760	SL335761	SL335762	SL335763	SL335764	SL335765	SL335766	SL335767	SL335768	SL335769	SL335770	SL335771	SL342363	SL342364	SL342365	SL342366	SL342367	SL342368	SL342369	SL342370	SL342371	SL342372	SL342373	SL342374	SL342375	SL342376	SL342377	SL342378	SL342379	SL342380	SL342381	SL342382	SL342383	SL342384	SL342385	SL342386	SL342387	SL342388	SL342389	SL342390	SL342391	SL342401	SL342402	SL342403	SL342404	SL342405	SL342406	SL342407	SL342408	SL342409	SL342410	SL342411	SL342412	SL342413	SL342414	SL342415	SL342416	SL342417	SL342418	SL342419	SL342420	SL342421	SL342422	SL342423	SL342424	SL342425	SL342426	SL342427	SL342428	SL342429	SL342430	SL342439	SL342440	SL342441	SL342442	SL342443	SL342444	SL342445	SL342446	SL342447	SL342448	SL342449	SL342450	SL342451	SL342452	SL342453	SL342454	SL342455	SL342456	SL342457	SL342458	SL342516	SL342517	SL342518	SL342519	SL342520	SL342521
Corynebacterium_pseudogenitalium	0	0	0	0	0	0	0	0	0.28131	0	0	0	0.23233	0	0.21867	0.12418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74193	0.30581	0	0	0	0	0.18263	0	0	0	0.67132	0	0	0	0	0	0	0	0	0	0	0.59828	0	0.56752	0.38468	0	0.33834	0	0	0	0	0.11173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79756	0	0	0.33337	0.77378	0	0	0	0	0	0	0	2.12472	0	0	0	0	0	0	0	0	0	0	0	0.49487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_resistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_tuberculostearicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58779	0	0	0	0	0	0	0	0.25112	0	0	0.0727	0	0	0	0	0	0	0	0	0	0.07448	0	0	0	0	0	0	0	0.7984	0	0.1246	0	0	0.08118	0.23252	0	0	0	0.22265	0	0	0	0.12824	0	0	0	0	0	0	0.52884	0.28088	0	0.09229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41291	0	0	0	0.20668	0	0	3.41963	2.36669	0	0.28118	1.36077	1.68905	0	0	0	4.47311	0	0	0	0.16925	0	0	0	0	0	0	0	1.61856	0.37423	0	0	0	0	0	0	0	0	0.32555	0	0	0	0	0	0	0	0	0.62761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13184	0	0	0	0	0	0	0	0	0	0	0	0	0.5169	0	0	0	0	0	0	0	0	0.54678	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium_paraconglomeratum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium_unclassified	0	1.93536	0	0	1.09584	1.12173	0	1.05632	1.81636	0.81457	1.13812	1.32774	2.249	0.73852	2.67157	0.7862	0.67941	1.6913	0	2.19377	0	0	2.14981	0	0.98157	0.80385	0.68689	1.64409	0.73018	0	0	0	0	0	0	0.83512	1.35188	0.29129	2.37991	0.75866	8.69265	0.7929	0	2.30141	0	0.93683	1.14594	0.49106	1.76978	1.78279	0.32028	0.45487	0	0.30522	0.45678	1.28855	0.20402	1.01834	0.94825	0	7.1375	0	0	1.92678	0.25224	2.05364	1.27135	1.16166	1.56822	1.0379	0	0	0	0	0	0.23665	0	0.5344	0.82401	1.2278	0	0	0	0	0.8007	0	0	0	5.58985	0	0	1.0855	0	0	0	0	0	0	0	2.07944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70692	0.58307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.275	0	0	0	1.2522	0	0	0	0	0	0	0	0	0	0	1.33533	0.47098	0	0	0	0	0	1.34277	4.0067	1.96987	3.70135	0	3.77619	3.79661	2.56556	3.18681	1.98343	0.76066	1.02356	6.04329	1.76844	0	7.09767	3.01025	0.54967	0	2.32215	0	2.90404	0	2.10751	2.20293	2.3475	0	3.39441	2.80353	1.26857	0	0	1.3895	3.50649	0	2.78401	0	0.60462	0	0	4.47904	3.52082	0	1.99151	2.89544	0	1.58953	1.58977	2.52139	4.02782	0.61766	3.25555	0.45324	0	0.58344	1.21029	7.21547	0	0.67378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26259	0	0	0	0	0	0
Kytococcus_sedentarius	0	0	0	0	1.21112	0	0	0.73116	0.50426	0.85434	0	0	0.90237	0	0	0	0	0.10483	0	0	0	0	0	0	0	0	0	0	0	0.22218	0	0	0	0	0	0	0.14355	0	0	0	0	0	0	0	0	0.42763	0.16417	0.17483	0	0	0	0.32676	0	0.62496	0	0.23006	0	0	0	0	0	0	0	0	0.17815	0.19128	0.23266	0	0	0	0	0	0	0	0	0	0.07958	0	0.19649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia_cinnamea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia_unclassified	0	0	0	0	0.23935	0	1.2677	0	0.31596	0	0	0	0	0	0.59233	0.8956	0	0	0	0	0	0	0	0	0	0	0	0	0.3437	0	0.50453	0.09189	1.42181	0.27566	0	0.51449	0	0	0	0	0	0	0	0	1.04012	0	0	0.31882	0	0.7989	0.39351	0	5.58078	0	0	0.19005	0.18283	0	0	0	0	8.60755	0	0	0.11218	0.45774	0.56919	0	0	0	0	0	3.03672	0	0	0.50392	0	0	0	0	0	0	1.77322	4.85988	0.18078	3.12137	0	0	0.73995	0	0	0.49598	0	0	0	0	0	0	0	0.59361	2.8969	3.56816	3.25699	0	0	0	0	0	0	0	0	0	0	0	0.6065	5.41127	1.59086	0.84537	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77692	6.91338	3.16537	1.13604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.05957	18.91409	6.15748	1.65173	13.28102	5.65927	10.78655	0	1.74308	5.41547	1.72857	2.26563	7.41646	3.81479	11.70848	7.37256	0	1.51412	0.18348	1.91447	4.18861	0	0	9.99194	1.24134	2.6532	0.4005	5.26188	7.59371	0	0	0	0	0.2283	0	0	0	0.76144	0	0	0	2.65194	1.60615	0	0.23838	0	0	1.63797	1.37935	1.46854	1.70942	2.09804	0	0	0	0	0	2.20352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus_obscurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.32382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_bronchialis	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_terrae	0	1.39014	3.79542	2.17439	0.40401	0.5644	0.50092	0.8273	1.68878	0.39861	0.88589	0.38556	1.16475	0.76431	1.52351	0.75331	0.51396	2.45145	1.29963	0	0	0.81954	0.6158	1.45863	0.71266	0.64714	1.07303	1.31841	1.11876	0.74922	1.00333	1.40319	0.56816	1.56968	0.15034	0.59129	0.75426	1.17822	0.1793	2.15469	1.33237	0.69424	2.67312	0	0.30332	0.18309	0.95473	0.65512	2.15944	1.64842	1.19054	0.74438	1.67623	2.5157	2.64481	0.5177	0.6697	0.59279	0.54743	1.05438	0.91321	0	1.50714	0.69859	0.8021	1.35088	0.75015	3.17038	2.44954	2.03414	2.07804	0.93653	0.21803	3.58935	2.26695	1.49568	1.35068	0.56155	0.7868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janibacter_hoylei	0	0	0	0	2.26254	0.6051	0.25352	0.46573	1.15445	1.34545	0.9578	0.46756	0.94635	0.27878	1.24587	0	0.71947	1.55562	0	0	0	0	3.64847	0.13452	1.43539	0.88149	1.34612	0.32056	1.01013	0.79409	1.02395	0.59772	0.24441	0.97638	2.00184	1.23983	0.95762	2.46396	3.75859	4.40258	0	2.84928	0.60944	2.71219	0.87644	0.8449	0.74985	1.68316	0.66223	1.05313	1.13317	1.07983	0.23696	1.89798	0	0.79632	1.03313	0.81652	0.45221	0	0	0	3.12767	1.55459	1.57541	1.12883	0.93478	2.22148	0.3871	0	1.46262	3.32543	0	0.88218	0	1.39874	1.62743	1.9803	0.20128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria_rhizophila	0	0	0	0	1.5042	0	1.69507	0.29138	0	0.30686	0.76297	0	0.97858	2.14179	0.79956	0.41327	0.91837	0	0	0	0	0	0	0	0.19884	0.70019	0.09672	0.32536	0	0.0933	0	0	0	0.26852	0	0.63986	0.3455	1.29624	0.35877	0	0	0.54937	0	0	0.39626	3.5325	2.16552	0.77834	0	0	0	0.7155	0	0	0	1.46731	1.54716	0	0	0	0	0	0	0	0.63889	0.71408	2.01128	0	0	0	4.52769	0	0	0	0.13788	2.85436	1.03248	1.4711	0.74837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72594	0	0	0	0	0	0	0	0	0	0.23619	0	0	0	0	6.37074	0	0	0	0	0	2.54384	0.29729	5.30608	0	0	0	0	0	0	0	8.23203	0	0	0.1887	0.5513	0	1.81312	0	0	0	0	1.9007	0.43906	0	0.27128	0	0	0	0.45972	0	0	0.7299	0	0	0	0	0.18178	0.28249	0.32204	0	3.29189	4.80263	4.24094	6.93341	7.02429	6.3203	3.92701	2.11882	4.44083	5.46529	2.98656	2.7577	4.68772	3.77061	6.91297	7.81653	1.96911	2.93313	8.15347	4.84685	4.34479	4.25701	2.10134	3.51765	3.72208	8.12952	2.35271	2.84957	1.65357	5.36553	0	0	0	0	0	0	0.55195	0	0	0	0	0	0	0	0	0	0	0	2.74608	0	0	0	0	0	0	0
Kocuria_unclassified	0	0	0	0	2.0118	2.44298	2.37447	0.51159	0	0	2.53278	0	1.68737	0.06296	0.03338	0.11653	0	0	0	0	0	0	0	0	0.82778	0	2.92289	0	0	0	0	0.62171	0	0	0	0.6152	0	0.42864	0	0	0	0	0	1.75755	0.59779	0.82369	0	2.21217	0	0	1.11904	0	0	1.00865	0	0	0	0.99075	0	0	0	0	0	0	0.10305	0	0	0	0.79524	0	0	0	0	0	0	0.78742	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15155	0	0	0	0	0	0	4.03438	0	0	0	4.78404	0	0	0	0	0	0	0	0	0	0	0	0	12.29495	0	0	3.23601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80891	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95528	6.61642	0	0	0	0	5.94969	0.18966	0	8.21029	1.9298	3.08101	0	0	0	0	9.12345	10.72651	2.63499	7.34266	5.45591	0	6.60892	4.78942	2.38814	0	3.56237	2.21861	1.51557	4.19442	6.99602	3.65676	5.89526	4.40654	1.6227	5.1441	2.62036	0	6.90838	4.90068	4.75401	7.6603	6.43143	1.76423	9.9696	2.97038	4.18211	6.317	3.80598	0	7.62649	0	1.48702	5.91547	0	0	0	2.12154	3.30686	7.67378	9.71402	3.74799	1.05991	0.32797	1.8447	4.58645	4.68922	1.67824	2.51967	3.70433	1.65921	7.40802	0	7.8369	2.7608	3.2106	6.45375	0	0	0	2.1309	0	0	0	4.26563	0	0	1.83858	0	0	0	0	0	0	0	0	1.67598	0	0	0	0	2.5277	0
Micrococcus_luteus	16.20702	37.93977	24.35178	8.2744	41.33072	25.59091	24.17099	47.67425	23.64917	42.6493	49.63303	22.85193	41.66692	41.47176	37.22384	34.56291	43.21689	36.69166	16.38482	19.57104	15.02063	30.97276	35.81593	34.29975	26.23757	54.00071	34.50466	28.46555	26.27574	29.08534	26.22963	18.3957	17.95753	17.36304	16.47794	57.46511	50.21199	18.31473	42.3362	34.19878	28.40804	39.05632	36.75389	39.77712	50.76186	48.09738	48.66823	51.13019	24.0298	25.5628	34.71816	53.78828	21.53367	41.25952	33.28386	49.05554	47.73042	34.6763	19.69187	15.19256	22.31979	35.16173	38.75146	31.22711	54.5025	43.61364	49.64622	20.1797	14.92656	23.76468	27.76742	21.03829	14.53529	23.49691	38.662	54.51314	55.79242	43.40637	38.88476	23.34748	66.4029	48.28194	54.6285	55.52001	33.67372	62.79869	70.04707	0	23.65988	38.06508	34.82937	73.90753	9.88579	14.24072	30.62688	27.36135	39.90594	15.13682	17.92338	27.0387	58.96605	41.09348	61.85904	0	64.46103	57.13777	50.31772	57.23414	28.68769	0	25.38076	46.08136	18.3378	49.04127	30.96192	53.11025	37.10744	30.9152	29.59583	0	44.72856	33.87118	46.83518	39.7908	16.20684	0	65.13356	26.9434	41.92576	18.47242	24.32555	43.31148	62.47821	52.85257	34.40782	0	70.71359	48.79318	31.98402	24.7175	25.97107	0	31.17037	69.22998	0	4.59525	7.50183	0	0	1.02352	0	0	8.11798	0.69422	0	0	3.73921	5.68304	0	0.41717	10.48708	0	0	9.09291	5.53808	15.9314	16.74955	15.7596	11.37752	0	0	15.70366	20.39501	16.32691	4.37034	7.94075	4.24941	19.2834	0	12.59384	6.15576	4.67394	7.02908	3.12518	9.40628	11.19657	10.33656	13.83171	11.05041	5.14961	1.57803	0	2.0776	3.39515	11.08025	10.40526	13.75479	11.773	3.8709	12.8934	11.84652	10.03883	8.35467	16.75678	11.19415	27.45639	32.25323	33.31395	46.84333	28.79792	12.37348	28.03356	34.57585	31.34474	16.206	33.61596	38.93888	37.08099	28.85604	19.48614	25.15215	40.13665	34.81645	43.49784	28.98633	15.55603	23.99743	28.60107	40.30061	45.62268	23.06572	36.35941	28.07143	14.52802	11.42536	31.29292	21.67931	49.30341	37.16149	31.3653	35.74825	38.94022	55.26718	35.24407	25.54846	27.52655	31.00665	50.77033	42.03869	41.54334	14.46371	34.78424	34.50599	32.3138	22.77055	18.57316	23.68437	17.74612	17.70512
Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.82353	0	0	0	0	0	0	0	2.72665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16168	0.67539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
